Filename,Case_Bits,Variation_ID,Soil_Er,Soil_Cond,N_Traces
simulation_4spheres_0000_v34,0000,34,8.9958,0.003328,85
simulation_4spheres_0000_v35,0000,35,5.8420,0.005749,85
simulation_4spheres_0000_v36,0000,36,4.6620,0.006543,85
simulation_4spheres_0000_v37,0000,37,7.2477,0.007158,85
simulation_4spheres_0000_v38,0000,38,8.7484,0.012967,85
simulation_4spheres_0000_v39,0000,39,3.0432,0.003037,85
simulation_4spheres_0000_v40,0000,40,7.6832,0.016618,85
simulation_4spheres_0000_v41,0000,41,6.4903,0.010534,85
simulation_4spheres_0000_v42,0000,42,4.3588,0.008569,85
simulation_4spheres_0000_v43,0000,43,3.5498,0.001431,85
simulation_4spheres_0000_v44,0000,44,7.9633,0.013035,85
simulation_4spheres_0000_v45,0000,45,4.1301,0.019924,85
simulation_4spheres_0000_v46,0000,46,8.7875,0.013170,85
simulation_4spheres_0000_v47,0000,47,3.4698,0.018602,85
simulation_4spheres_0000_v48,0000,48,5.4096,0.013776,85
simulation_4spheres_0000_v49,0000,49,5.1621,0.017329,85
simulation_4spheres_0001_v0,0001,0,6.1607,0.003010,85
simulation_4spheres_0001_v1,0001,1,3.2193,0.017983,85
simulation_4spheres_0001_v2,0001,2,5.6196,0.007487,85
simulation_4spheres_0001_v3,0001,3,7.4501,0.001467,85
simulation_4spheres_0001_v4,0001,4,3.4385,0.010123,85
simulation_4spheres_0001_v5,0001,5,4.9662,0.017277,85
simulation_4spheres_0001_v6,0001,6,5.6696,0.019944,85
simulation_4spheres_0001_v7,0001,7,8.8573,0.013523,85
simulation_4spheres_0001_v8,0001,8,5.2106,0.009428,85
simulation_4spheres_0001_v9,0001,9,5.1108,0.012704,85
simulation_4spheres_0001_v10,0001,10,3.2509,0.011523,85
simulation_4spheres_0001_v11,0001,11,6.5619,0.009341,85
simulation_4spheres_0001_v12,0001,12,8.2718,0.014835,85
simulation_4spheres_0001_v13,0001,13,8.2548,0.008526,85
simulation_4spheres_0001_v14,0001,14,8.9657,0.008115,85
simulation_4spheres_0001_v15,0001,15,5.6879,0.002117,85
simulation_4spheres_0001_v16,0001,16,7.7603,0.019318,85
simulation_4spheres_0001_v17,0001,17,3.2503,0.016652,85
simulation_4spheres_0001_v18,0001,18,6.7912,0.012798,85
simulation_4spheres_0001_v19,0001,19,4.2650,0.003088,85
simulation_4spheres_0001_v20,0001,20,8.1064,0.011940,85
simulation_4spheres_0001_v21,0001,21,4.5450,0.002243,85
simulation_4spheres_0001_v22,0001,22,4.5486,0.009793,85
simulation_4spheres_0001_v23,0001,23,6.9633,0.006160,85
simulation_4spheres_0001_v24,0001,24,6.3472,0.014170,85
simulation_4spheres_0001_v25,0001,25,6.2016,0.013155,85
simulation_4spheres_0001_v26,0001,26,3.1535,0.017276,85
simulation_4spheres_0001_v27,0001,27,3.5293,0.013915,85
simulation_4spheres_0001_v28,0001,28,6.7075,0.019329,85
simulation_4spheres_0001_v29,0001,29,3.6630,0.012574,85
simulation_4spheres_0001_v30,0001,30,8.1927,0.001271,85
simulation_4spheres_0001_v31,0001,31,6.1086,0.017909,85
simulation_4spheres_0001_v32,0001,32,4.3245,0.019783,85
simulation_4spheres_0001_v33,0001,33,5.3075,0.007109,85
simulation_4spheres_0001_v34,0001,34,6.1599,0.006195,85
simulation_4spheres_0001_v35,0001,35,6.9423,0.019035,85
simulation_4spheres_0001_v36,0001,36,5.4402,0.006968,85
simulation_4spheres_0001_v37,0001,37,8.1882,0.018560,85
simulation_4spheres_0001_v38,0001,38,4.9398,0.004431,85
simulation_4spheres_0001_v39,0001,39,3.9631,0.002799,85
simulation_4spheres_0001_v40,0001,40,5.3044,0.007027,85
simulation_4spheres_0001_v41,0001,41,8.4785,0.007872,85
simulation_4spheres_0001_v42,0001,42,8.5795,0.018056,85
simulation_4spheres_0001_v43,0001,43,7.1981,0.001467,85
simulation_4spheres_0001_v44,0001,44,3.6478,0.004677,85
simulation_4spheres_0001_v45,0001,45,6.5424,0.004035,85
simulation_4spheres_0001_v46,0001,46,8.8760,0.002418,85
simulation_4spheres_0001_v47,0001,47,6.9000,0.014474,85
simulation_4spheres_0001_v48,0001,48,4.4909,0.013793,85
simulation_4spheres_0001_v49,0001,49,8.9931,0.012823,85
simulation_4spheres_0010_v0,0010,0,3.1675,0.019788,85
simulation_4spheres_0010_v1,0010,1,3.8220,0.004502,85
simulation_4spheres_0010_v2,0010,2,8.0873,0.013307,85
simulation_4spheres_0010_v3,0010,3,3.9982,0.009266,85
simulation_4spheres_0010_v4,0010,4,4.7209,0.005484,85
simulation_4spheres_0010_v5,0010,5,8.0323,0.002452,85
simulation_4spheres_0010_v6,0010,6,7.0775,0.001204,85
simulation_4spheres_0010_v7,0010,7,8.0138,0.007050,85
simulation_4spheres_0010_v8,0010,8,7.6507,0.016331,85
simulation_4spheres_0010_v9,0010,9,7.2687,0.003373,85
simulation_4spheres_0010_v10,0010,10,5.0145,0.011153,85
simulation_4spheres_0010_v11,0010,11,8.4473,0.004077,85
simulation_4spheres_0010_v12,0010,12,3.5672,0.006496,85
simulation_4spheres_0010_v13,0010,13,3.6801,0.008091,85
simulation_4spheres_0010_v14,0010,14,5.1360,0.004292,85
simulation_4spheres_0010_v15,0010,15,5.5933,0.001587,85
simulation_4spheres_0010_v16,0010,16,5.4719,0.008396,85
simulation_4spheres_0010_v17,0010,17,3.6899,0.015938,85
simulation_4spheres_0010_v18,0010,18,6.8778,0.018144,85
simulation_4spheres_0010_v19,0010,19,7.0807,0.005815,85
simulation_4spheres_0010_v20,0010,20,7.7626,0.007299,85
simulation_4spheres_0010_v21,0010,21,6.6824,0.015497,85
simulation_4spheres_0010_v22,0010,22,3.6083,0.007316,85
simulation_4spheres_0010_v23,0010,23,7.5652,0.011685,85
simulation_4spheres_0010_v24,0010,24,3.5003,0.001363,85
simulation_4spheres_0010_v25,0010,25,8.2841,0.004733,85
simulation_4spheres_0010_v26,0010,26,6.7453,0.016466,85
simulation_4spheres_0010_v27,0010,27,5.0142,0.018205,85
simulation_4spheres_0010_v28,0010,28,5.5621,0.019857,85
simulation_4spheres_0010_v29,0010,29,7.3557,0.007431,85
simulation_4spheres_0010_v30,0010,30,8.8979,0.015577,85
simulation_4spheres_0010_v31,0010,31,8.4335,0.004940,85
simulation_4spheres_0010_v32,0010,32,5.5802,0.008531,85
simulation_4spheres_0010_v33,0010,33,3.4311,0.005944,85
simulation_4spheres_0010_v34,0010,34,4.7604,0.017993,85
simulation_4spheres_0010_v35,0010,35,6.4606,0.005254,85
simulation_4spheres_0010_v36,0010,36,4.1839,0.014126,85
simulation_4spheres_0010_v37,0010,37,6.3512,0.011698,85
simulation_4spheres_0010_v38,0010,38,4.5606,0.018691,85
simulation_4spheres_0010_v39,0010,39,3.0496,0.018466,85
simulation_4spheres_0010_v40,0010,40,3.7840,0.008372,85
simulation_4spheres_0010_v41,0010,41,5.4377,0.001418,85
simulation_4spheres_0010_v42,0010,42,4.7896,0.018370,85
simulation_4spheres_0010_v43,0010,43,5.8991,0.011731,85
simulation_4spheres_0010_v44,0010,44,5.7460,0.006909,85
simulation_4spheres_0010_v45,0010,45,8.1053,0.017198,85
simulation_4spheres_0010_v46,0010,46,3.0158,0.017382,85
simulation_4spheres_0010_v47,0010,47,7.8374,0.012046,85
simulation_4spheres_0010_v48,0010,48,3.7110,0.016730,85
simulation_4spheres_0010_v49,0010,49,4.1398,0.001223,85
simulation_4spheres_0011_v0,0011,0,7.7461,0.016101,85
simulation_4spheres_0011_v1,0011,1,6.7219,0.008618,85
simulation_4spheres_0011_v2,0011,2,4.9293,0.013446,85
simulation_4spheres_0011_v3,0011,3,7.6823,0.005143,85
simulation_4spheres_0011_v4,0011,4,6.0668,0.010818,85
simulation_4spheres_0011_v5,0011,5,5.4095,0.004190,85
simulation_4spheres_0011_v6,0011,6,4.1808,0.007133,85
simulation_4spheres_0011_v7,0011,7,5.4697,0.002758,85
simulation_4spheres_0011_v8,0011,8,3.7095,0.015262,85
simulation_4spheres_0011_v9,0011,9,4.3577,0.018291,85
simulation_4spheres_0011_v10,0011,10,6.2524,0.017438,85
simulation_4spheres_0011_v11,0011,11,5.5718,0.011761,85
simulation_4spheres_0011_v12,0011,12,8.1531,0.009894,85
simulation_4spheres_0011_v13,0011,13,6.3447,0.014792,85
simulation_4spheres_0011_v14,0011,14,3.4541,0.004179,85
simulation_4spheres_0011_v15,0011,15,7.7689,0.001245,85
simulation_4spheres_0011_v16,0011,16,6.5227,0.009263,85
simulation_4spheres_0011_v17,0011,17,4.0235,0.010593,85
simulation_4spheres_0011_v18,0011,18,6.3267,0.016029,85
simulation_4spheres_0011_v19,0011,19,6.2229,0.005049,85
simulation_4spheres_0011_v20,0011,20,4.0458,0.006000,85
simulation_4spheres_0011_v21,0011,21,3.3010,0.013300,85
simulation_4spheres_0011_v22,0011,22,3.2260,0.019612,85
simulation_4spheres_0011_v23,0011,23,8.9713,0.001243,85
simulation_4spheres_0011_v24,0011,24,3.5668,0.001005,85
simulation_4spheres_0011_v25,0011,25,5.5512,0.003581,85
simulation_4spheres_0011_v26,0011,26,6.4028,0.012524,85
simulation_4spheres_0011_v27,0011,27,7.5381,0.009351,85
simulation_4spheres_0011_v28,0011,28,8.7745,0.002968,85
simulation_4spheres_0011_v29,0011,29,7.1434,0.011479,85
simulation_4spheres_0011_v30,0011,30,7.9634,0.012521,85
simulation_4spheres_0011_v31,0011,31,6.8332,0.003310,85
simulation_4spheres_0011_v32,0011,32,3.5823,0.018633,85
simulation_4spheres_0011_v33,0011,33,3.6151,0.015296,85
simulation_4spheres_0011_v34,0011,34,3.1654,0.017926,85
simulation_4spheres_0011_v35,0011,35,7.1457,0.010595,85
simulation_4spheres_0011_v36,0011,36,3.6863,0.012903,85
simulation_4spheres_0011_v37,0011,37,8.9699,0.012052,85
simulation_4spheres_0011_v38,0011,38,6.0153,0.018314,85
simulation_4spheres_0011_v39,0011,39,8.7078,0.016921,85
simulation_4spheres_0011_v40,0011,40,3.4277,0.016900,85
simulation_4spheres_0011_v41,0011,41,8.1426,0.001631,85
simulation_4spheres_0011_v42,0011,42,8.9363,0.016724,85
simulation_4spheres_0011_v43,0011,43,8.5061,0.006990,85
simulation_4spheres_0011_v44,0011,44,4.6826,0.019816,85
simulation_4spheres_0011_v45,0011,45,7.1325,0.006516,85
simulation_4spheres_0011_v46,0011,46,3.4224,0.014301,85
simulation_4spheres_0011_v47,0011,47,7.7695,0.006896,85
simulation_4spheres_0011_v48,0011,48,7.0858,0.014371,85
simulation_4spheres_0011_v49,0011,49,4.9191,0.010176,85
simulation_4spheres_0100_v0,0100,0,3.0022,0.017360,85
simulation_4spheres_0100_v1,0100,1,5.3059,0.013481,85
simulation_4spheres_0100_v2,0100,2,5.4283,0.010191,85
simulation_4spheres_0100_v3,0100,3,5.8157,0.016151,85
simulation_4spheres_0100_v4,0100,4,5.5829,0.014156,85
simulation_4spheres_0100_v5,0100,5,8.1021,0.012194,85
simulation_4spheres_0100_v6,0100,6,5.5099,0.013306,85
simulation_4spheres_0100_v7,0100,7,3.5247,0.011531,85
simulation_4spheres_0100_v8,0100,8,6.1173,0.014893,85
simulation_4spheres_0100_v9,0100,9,4.7978,0.019349,85
simulation_4spheres_0100_v10,0100,10,4.3298,0.014753,85
simulation_4spheres_0100_v11,0100,11,7.8069,0.008012,85
simulation_4spheres_0100_v12,0100,12,8.1994,0.012105,85
simulation_4spheres_0100_v13,0100,13,3.7511,0.008973,85
simulation_4spheres_0100_v14,0100,14,6.6334,0.008572,85
simulation_4spheres_0100_v15,0100,15,3.2009,0.010944,85
simulation_4spheres_0100_v16,0100,16,7.4874,0.014308,85
simulation_4spheres_0100_v17,0100,17,5.8775,0.007420,85
simulation_4spheres_0100_v18,0100,18,7.8087,0.019230,85
simulation_4spheres_0100_v19,0100,19,6.2446,0.003021,85
simulation_4spheres_0100_v20,0100,20,7.8608,0.013397,85
simulation_4spheres_0100_v21,0100,21,7.9975,0.011462,85
simulation_4spheres_0100_v22,0100,22,6.5482,0.016000,85
simulation_4spheres_0100_v23,0100,23,3.0304,0.008678,85
simulation_4spheres_0100_v24,0100,24,3.0405,0.007486,85
simulation_4spheres_0100_v25,0100,25,3.1593,0.012730,85
simulation_4spheres_0100_v26,0100,26,3.1754,0.017987,85
simulation_4spheres_0100_v27,0100,27,8.1023,0.001013,85
simulation_4spheres_0100_v28,0100,28,8.0115,0.018858,85
simulation_4spheres_0100_v29,0100,29,8.0501,0.012661,85
simulation_4spheres_0100_v30,0100,30,4.4860,0.008702,85
simulation_4spheres_0100_v31,0100,31,6.3937,0.013756,85
simulation_4spheres_0100_v32,0100,32,3.7182,0.004650,85
simulation_4spheres_0100_v33,0100,33,6.9320,0.003673,85
simulation_4spheres_0100_v34,0100,34,8.9686,0.015629,85
simulation_4spheres_0100_v35,0100,35,3.3588,0.013645,85
simulation_4spheres_0100_v36,0100,36,4.6566,0.017254,85
simulation_4spheres_0100_v37,0100,37,3.3819,0.011383,85
simulation_4spheres_0100_v38,0100,38,6.6883,0.013026,85
simulation_4spheres_0100_v39,0100,39,6.7342,0.013442,85
simulation_4spheres_0100_v40,0100,40,3.7097,0.005262,85
simulation_4spheres_0100_v41,0100,41,3.9661,0.003885,85
simulation_4spheres_0100_v42,0100,42,7.9913,0.010481,85
simulation_4spheres_0100_v43,0100,43,4.8664,0.012212,85
simulation_4spheres_0100_v44,0100,44,6.8560,0.004873,85
simulation_4spheres_0100_v45,0100,45,5.3306,0.009902,85
simulation_4spheres_0100_v46,0100,46,4.4246,0.014188,85
simulation_4spheres_0100_v47,0100,47,3.1718,0.014223,85
simulation_4spheres_0100_v48,0100,48,8.6060,0.018959,85
simulation_4spheres_0100_v49,0100,49,6.7568,0.019427,85
simulation_4spheres_0101_v0,0101,0,6.6145,0.008347,85
simulation_4spheres_0101_v1,0101,1,7.5791,0.006459,85
simulation_4spheres_0101_v2,0101,2,6.4727,0.011413,85
simulation_4spheres_0101_v3,0101,3,5.4118,0.012725,85
simulation_4spheres_0101_v4,0101,4,8.9782,0.014314,85
simulation_4spheres_0101_v5,0101,5,6.5957,0.012334,85
simulation_4spheres_0101_v6,0101,6,8.4207,0.014073,85
simulation_4spheres_0101_v7,0101,7,4.5745,0.014823,85
simulation_4spheres_0101_v8,0101,8,4.4855,0.006778,85
simulation_4spheres_0101_v9,0101,9,3.0834,0.014441,85
simulation_4spheres_0101_v10,0101,10,4.3908,0.009462,85
simulation_4spheres_0101_v11,0101,11,6.5962,0.001476,85
simulation_4spheres_0101_v12,0101,12,6.7314,0.008521,85
simulation_4spheres_0101_v13,0101,13,5.1640,0.007933,85
simulation_4spheres_0101_v14,0101,14,7.7700,0.002343,85
simulation_4spheres_0101_v15,0101,15,5.4479,0.017209,85
simulation_4spheres_0101_v16,0101,16,4.8350,0.015857,85
simulation_4spheres_0101_v17,0101,17,4.0648,0.014111,85
simulation_4spheres_0101_v18,0101,18,6.9347,0.004717,85
simulation_4spheres_0101_v19,0101,19,4.2992,0.019785,85
simulation_4spheres_0101_v20,0101,20,6.7645,0.017405,85
simulation_4spheres_0101_v21,0101,21,7.2518,0.010904,85
simulation_4spheres_0101_v22,0101,22,5.8964,0.002582,85
simulation_4spheres_0101_v23,0101,23,4.0698,0.001217,85
simulation_4spheres_0101_v24,0101,24,7.4763,0.016822,85
simulation_4spheres_0101_v25,0101,25,3.9790,0.009602,85
simulation_4spheres_0101_v26,0101,26,3.2359,0.006395,85
simulation_4spheres_0101_v27,0101,27,5.0905,0.006419,85
simulation_4spheres_0101_v28,0101,28,7.5535,0.004391,85
simulation_4spheres_0101_v29,0101,29,6.9941,0.009100,85
simulation_4spheres_0101_v30,0101,30,7.0856,0.006308,85
simulation_4spheres_0101_v31,0101,31,7.0169,0.017743,85
simulation_4spheres_0101_v32,0101,32,4.5610,0.007463,85
simulation_4spheres_0101_v33,0101,33,3.8751,0.018781,85
simulation_4spheres_0101_v34,0101,34,7.3807,0.018726,85
simulation_4spheres_0101_v35,0101,35,3.5845,0.008685,85
simulation_4spheres_0101_v36,0101,36,5.9410,0.012833,85
simulation_4spheres_0101_v37,0101,37,3.4149,0.009974,85
simulation_4spheres_0101_v38,0101,38,3.5946,0.003164,85
simulation_4spheres_0101_v39,0101,39,6.1095,0.010957,85
simulation_4spheres_0101_v40,0101,40,6.9193,0.017911,85
simulation_4spheres_0101_v41,0101,41,3.9768,0.001349,85
simulation_4spheres_0101_v42,0101,42,5.2914,0.006210,85
simulation_4spheres_0101_v43,0101,43,6.6761,0.002922,85
simulation_4spheres_0101_v44,0101,44,4.3485,0.016270,85
simulation_4spheres_0101_v45,0101,45,3.6976,0.007595,85
simulation_4spheres_0101_v46,0101,46,6.3059,0.005301,85
simulation_4spheres_0101_v47,0101,47,4.0470,0.007151,85
simulation_4spheres_0101_v48,0101,48,4.4423,0.016674,85
simulation_4spheres_0101_v49,0101,49,3.6752,0.006590,85
simulation_4spheres_0110_v0,0110,0,3.0471,0.014622,85
simulation_4spheres_0110_v1,0110,1,7.8916,0.010944,85
simulation_4spheres_0110_v2,0110,2,5.8208,0.019420,85
simulation_4spheres_0110_v3,0110,3,5.0808,0.014637,85
simulation_4spheres_0110_v4,0110,4,8.1470,0.009713,85
simulation_4spheres_0110_v5,0110,5,8.4008,0.009306,85
simulation_4spheres_0110_v6,0110,6,3.6399,0.009458,85
simulation_4spheres_0110_v7,0110,7,5.2344,0.019749,85
simulation_4spheres_0110_v8,0110,8,6.9018,0.012207,85
simulation_4spheres_0110_v9,0110,9,4.6131,0.015320,85
simulation_4spheres_0110_v10,0110,10,5.7307,0.018986,85
simulation_4spheres_0110_v11,0110,11,8.2707,0.004007,85
simulation_4spheres_0110_v12,0110,12,6.6719,0.013136,85
simulation_4spheres_0110_v13,0110,13,5.1589,0.002843,85
simulation_4spheres_0110_v14,0110,14,6.5537,0.010844,85
simulation_4spheres_0110_v15,0110,15,4.3095,0.015367,85
simulation_4spheres_0110_v16,0110,16,6.9647,0.002135,85
simulation_4spheres_0110_v17,0110,17,7.9457,0.019044,85
simulation_4spheres_0110_v18,0110,18,7.1070,0.012861,85
simulation_4spheres_0110_v19,0110,19,6.7517,0.017946,85
simulation_4spheres_0110_v20,0110,20,8.9702,0.010794,85
simulation_4spheres_0110_v21,0110,21,8.8152,0.004015,85
simulation_4spheres_0110_v22,0110,22,7.2588,0.002127,85
simulation_4spheres_0110_v23,0110,23,6.8720,0.016646,85
simulation_4spheres_0110_v24,0110,24,8.8286,0.014995,85
simulation_4spheres_0110_v25,0110,25,6.5372,0.012051,85
simulation_4spheres_0110_v26,0110,26,3.2358,0.012030,85
simulation_4spheres_0110_v27,0110,27,3.6583,0.001641,85
simulation_4spheres_0110_v28,0110,28,3.0534,0.005765,85
simulation_4spheres_0110_v29,0110,29,3.5209,0.019787,85
simulation_4spheres_0110_v30,0110,30,7.3202,0.010811,85
simulation_4spheres_0110_v31,0110,31,3.8205,0.008775,85
simulation_4spheres_0110_v32,0110,32,7.2603,0.011899,85
simulation_4spheres_0110_v33,0110,33,6.4258,0.002701,85
simulation_4spheres_0110_v34,0110,34,8.7429,0.010493,85
simulation_4spheres_0110_v35,0110,35,8.1792,0.008557,85
simulation_4spheres_0110_v36,0110,36,6.1603,0.008492,85
simulation_4spheres_0110_v37,0110,37,3.7270,0.006398,85
simulation_4spheres_0110_v38,0110,38,6.2548,0.005827,85
simulation_4spheres_0110_v39,0110,39,5.0897,0.013741,85
simulation_4spheres_0110_v40,0110,40,5.5975,0.002721,85
simulation_4spheres_0110_v41,0110,41,4.9260,0.006238,85
simulation_4spheres_0110_v42,0110,42,6.8508,0.008463,85
simulation_4spheres_0110_v43,0110,43,6.0028,0.007048,85
simulation_4spheres_0110_v44,0110,44,6.9900,0.002833,85
simulation_4spheres_0110_v45,0110,45,8.5462,0.007965,85
simulation_4spheres_0110_v46,0110,46,4.8121,0.016639,85
simulation_4spheres_0110_v47,0110,47,8.8565,0.003578,85
simulation_4spheres_0110_v48,0110,48,8.1537,0.001450,85
simulation_4spheres_0110_v49,0110,49,3.0159,0.015555,85
simulation_4spheres_0111_v0,0111,0,8.8726,0.011397,85
simulation_4spheres_0111_v1,0111,1,7.7853,0.009639,85
simulation_4spheres_0111_v2,0111,2,7.1666,0.001676,85
simulation_4spheres_0111_v3,0111,3,8.3745,0.009264,85
simulation_4spheres_0111_v4,0111,4,7.6467,0.002174,85
simulation_4spheres_0111_v5,0111,5,3.3194,0.016236,85
simulation_4spheres_0111_v6,0111,6,3.2471,0.004632,85
simulation_4spheres_0111_v7,0111,7,6.5643,0.017640,85
simulation_4spheres_0111_v8,0111,8,4.9841,0.007286,85
simulation_4spheres_0111_v9,0111,9,5.5193,0.012099,85
simulation_4spheres_0111_v10,0111,10,7.3818,0.011926,85
simulation_4spheres_0111_v11,0111,11,6.4290,0.002157,85
simulation_4spheres_0111_v12,0111,12,3.1304,0.010966,85
simulation_4spheres_0111_v13,0111,13,3.7382,0.007289,85
simulation_4spheres_0111_v14,0111,14,4.6113,0.017168,85
simulation_4spheres_0111_v15,0111,15,6.6153,0.004124,85
simulation_4spheres_0111_v16,0111,16,8.0610,0.004909,85
simulation_4spheres_0111_v17,0111,17,4.0166,0.019947,85
simulation_4spheres_0111_v18,0111,18,7.8805,0.005701,85
simulation_4spheres_0111_v19,0111,19,4.8883,0.008266,85
simulation_4spheres_0111_v20,0111,20,6.1518,0.003472,85
simulation_4spheres_0111_v21,0111,21,6.7936,0.003538,85
simulation_4spheres_0111_v22,0111,22,5.9635,0.006720,85
simulation_4spheres_0111_v23,0111,23,6.3820,0.008669,85
simulation_4spheres_0111_v24,0111,24,5.9981,0.006710,85
simulation_4spheres_0111_v25,0111,25,4.6909,0.017394,85
simulation_4spheres_0111_v26,0111,26,8.5022,0.013778,85
simulation_4spheres_0111_v27,0111,27,4.7325,0.017349,85
simulation_4spheres_0111_v28,0111,28,3.6141,0.004621,85
simulation_4spheres_0111_v29,0111,29,5.8979,0.006481,85
simulation_4spheres_0111_v30,0111,30,7.1923,0.010385,85
simulation_4spheres_0111_v31,0111,31,5.2052,0.013453,85
simulation_4spheres_0111_v32,0111,32,6.7418,0.013919,85
simulation_4spheres_0111_v33,0111,33,7.0017,0.010094,85
simulation_4spheres_0111_v34,0111,34,4.0546,0.017835,85
simulation_4spheres_0111_v35,0111,35,5.6393,0.018973,85
simulation_4spheres_0111_v36,0111,36,8.4780,0.004158,85
simulation_4spheres_0111_v37,0111,37,7.1193,0.005487,85
simulation_4spheres_0111_v38,0111,38,8.9783,0.002679,85
simulation_4spheres_0111_v39,0111,39,8.4649,0.014085,85
simulation_4spheres_0111_v40,0111,40,3.0171,0.006564,85
simulation_4spheres_0111_v41,0111,41,4.2618,0.009939,85
simulation_4spheres_0111_v42,0111,42,3.3069,0.016169,85
simulation_4spheres_0111_v43,0111,43,3.2101,0.001593,85
simulation_4spheres_0111_v44,0111,44,3.2989,0.016055,85
simulation_4spheres_0111_v45,0111,45,8.6449,0.016743,85
simulation_4spheres_0111_v46,0111,46,7.0789,0.007109,85
simulation_4spheres_0111_v47,0111,47,6.8776,0.006897,85
simulation_4spheres_0111_v48,0111,48,8.0259,0.006041,85
simulation_4spheres_0111_v49,0111,49,4.1441,0.002074,85
simulation_4spheres_1000_v0,1000,0,3.6501,0.014233,85
simulation_4spheres_1000_v1,1000,1,8.0001,0.011143,85
simulation_4spheres_1000_v2,1000,2,4.6307,0.013290,85
simulation_4spheres_1000_v3,1000,3,6.8477,0.015570,85
simulation_4spheres_1000_v4,1000,4,8.1764,0.014066,85
simulation_4spheres_1000_v5,1000,5,4.7170,0.017391,85
simulation_4spheres_1000_v6,1000,6,7.4729,0.015770,85
simulation_4spheres_1000_v7,1000,7,3.9600,0.003151,85
simulation_4spheres_1000_v8,1000,8,6.6792,0.011961,85
simulation_4spheres_1000_v9,1000,9,7.6453,0.002321,85
simulation_4spheres_1000_v10,1000,10,5.5412,0.003336,85
simulation_4spheres_1000_v11,1000,11,8.4200,0.004967,85
simulation_4spheres_1000_v12,1000,12,4.8060,0.011137,85
simulation_4spheres_1000_v13,1000,13,5.1479,0.003713,85
simulation_4spheres_1000_v14,1000,14,6.9013,0.019459,85
simulation_4spheres_1000_v15,1000,15,7.4468,0.019289,85
simulation_4spheres_1000_v16,1000,16,5.4167,0.015030,85
simulation_4spheres_1000_v17,1000,17,3.1101,0.001634,85
simulation_4spheres_1000_v18,1000,18,6.5547,0.002653,85
simulation_4spheres_1000_v19,1000,19,5.9368,0.013214,85
simulation_4spheres_1000_v20,1000,20,6.1018,0.004297,85
simulation_4spheres_1000_v21,1000,21,5.3800,0.019273,85
simulation_4spheres_1000_v22,1000,22,5.4617,0.018660,85
simulation_4spheres_1000_v23,1000,23,4.1211,0.004658,85
simulation_4spheres_1000_v24,1000,24,4.5487,0.018235,85
simulation_4spheres_1000_v25,1000,25,5.4186,0.014174,85
simulation_4spheres_1000_v26,1000,26,5.9211,0.017810,85
simulation_4spheres_1000_v27,1000,27,3.5372,0.012628,85
simulation_4spheres_1000_v28,1000,28,6.3836,0.010848,85
simulation_4spheres_1000_v29,1000,29,5.0587,0.015381,85
simulation_4spheres_1000_v30,1000,30,7.8964,0.011319,85
simulation_4spheres_1000_v31,1000,31,4.4246,0.007068,85
simulation_4spheres_1000_v32,1000,32,7.2204,0.001681,85
simulation_4spheres_1000_v33,1000,33,5.2128,0.013157,85
simulation_4spheres_1000_v34,1000,34,8.5903,0.009750,85
