Filename,Case_Bits,Variation_ID,Soil_Er,Soil_Cond,N_Traces
simulation_4spheres_0000_v49,0000,49,7.8853,0.007282,115
simulation_4spheres_0001_v0,0001,0,7.7497,0.012748,115
simulation_4spheres_0001_v1,0001,1,6.2941,0.006999,115
simulation_4spheres_0001_v2,0001,2,4.1232,0.004680,115
simulation_4spheres_0001_v3,0001,3,7.6530,0.009691,115
simulation_4spheres_0001_v4,0001,4,6.6621,0.003171,115
simulation_4spheres_0001_v5,0001,5,4.6452,0.002255,115
simulation_4spheres_0001_v6,0001,6,7.9693,0.003269,115
simulation_4spheres_0001_v7,0001,7,5.7846,0.012200,115
simulation_4spheres_0001_v8,0001,8,6.2765,0.008902,115
simulation_4spheres_0001_v9,0001,9,3.6354,0.005171,115
simulation_4spheres_0001_v10,0001,10,3.4501,0.019617,115
simulation_4spheres_0001_v11,0001,11,6.3462,0.013417,115
simulation_4spheres_0001_v12,0001,12,5.0633,0.018205,115
simulation_4spheres_0001_v13,0001,13,6.1699,0.002596,115
simulation_4spheres_0001_v14,0001,14,8.8108,0.012793,115
simulation_4spheres_0001_v15,0001,15,3.0892,0.017126,115
simulation_4spheres_0001_v16,0001,16,6.2299,0.005806,115
simulation_4spheres_0001_v17,0001,17,6.3920,0.006231,115
simulation_4spheres_0001_v18,0001,18,4.6263,0.019489,115
simulation_4spheres_0001_v19,0001,19,6.4035,0.017854,115
simulation_4spheres_0001_v20,0001,20,4.3420,0.014886,115
simulation_4spheres_0001_v21,0001,21,5.7440,0.018995,115
simulation_4spheres_0001_v22,0001,22,3.0022,0.007110,115
simulation_4spheres_0001_v23,0001,23,6.8412,0.004217,115
simulation_4spheres_0001_v24,0001,24,6.7381,0.018680,115
simulation_4spheres_0001_v25,0001,25,5.3832,0.004689,115
simulation_4spheres_0001_v26,0001,26,6.5515,0.003159,115
simulation_4spheres_0001_v27,0001,27,5.6355,0.001922,115
simulation_4spheres_0001_v28,0001,28,3.1978,0.006987,115
simulation_4spheres_0001_v29,0001,29,7.7670,0.016600,115
simulation_4spheres_0001_v30,0001,30,4.8445,0.001056,115
simulation_4spheres_0001_v31,0001,31,7.8301,0.001798,115
simulation_4spheres_0001_v32,0001,32,7.0933,0.010615,115
simulation_4spheres_0001_v33,0001,33,8.3657,0.011256,115
simulation_4spheres_0001_v34,0001,34,7.1672,0.005858,115
simulation_4spheres_0001_v35,0001,35,5.3835,0.014344,115
simulation_4spheres_0001_v36,0001,36,8.5393,0.009959,115
simulation_4spheres_0001_v37,0001,37,5.6292,0.011278,115
simulation_4spheres_0001_v38,0001,38,5.3870,0.013205,115
simulation_4spheres_0001_v39,0001,39,7.2980,0.015943,115
simulation_4spheres_0001_v40,0001,40,3.5910,0.001012,115
simulation_4spheres_0001_v41,0001,41,5.8178,0.019566,115
simulation_4spheres_0001_v42,0001,42,5.1134,0.019686,115
simulation_4spheres_0001_v43,0001,43,7.0413,0.006675,115
simulation_4spheres_0001_v44,0001,44,6.5689,0.016712,115
simulation_4spheres_0001_v45,0001,45,6.1761,0.010116,115
simulation_4spheres_0001_v46,0001,46,8.1941,0.017944,115
simulation_4spheres_0001_v47,0001,47,4.6852,0.006279,115
simulation_4spheres_0001_v48,0001,48,3.2523,0.018231,115
simulation_4spheres_0001_v49,0001,49,7.5278,0.014432,115
simulation_4spheres_0010_v0,0010,0,7.3180,0.015531,115
simulation_4spheres_0010_v1,0010,1,7.1875,0.002814,115
simulation_4spheres_0010_v2,0010,2,8.4615,0.001287,115
simulation_4spheres_0010_v3,0010,3,5.9667,0.007109,115
simulation_4spheres_0010_v4,0010,4,5.3344,0.009633,115
simulation_4spheres_0010_v5,0010,5,5.1799,0.018920,115
simulation_4spheres_0010_v6,0010,6,7.8763,0.011587,115
simulation_4spheres_0010_v7,0010,7,6.9360,0.017395,115
simulation_4spheres_0010_v8,0010,8,4.7726,0.019824,115
simulation_4spheres_0010_v9,0010,9,6.5582,0.003860,115
simulation_4spheres_0010_v10,0010,10,4.7356,0.016902,115
simulation_4spheres_0010_v11,0010,11,3.3065,0.015532,115
simulation_4spheres_0010_v12,0010,12,6.1342,0.012187,115
simulation_4spheres_0010_v13,0010,13,7.3849,0.007359,115
simulation_4spheres_0010_v14,0010,14,3.9253,0.016321,115
simulation_4spheres_0010_v15,0010,15,3.9814,0.015111,115
simulation_4spheres_0010_v16,0010,16,6.4301,0.001034,115
simulation_4spheres_0010_v17,0010,17,5.4896,0.012697,115
simulation_4spheres_0010_v18,0010,18,5.1498,0.012959,115
simulation_4spheres_0010_v19,0010,19,5.0128,0.017855,115
simulation_4spheres_0010_v20,0010,20,4.1890,0.003292,115
simulation_4spheres_0010_v21,0010,21,3.6124,0.012705,115
simulation_4spheres_0010_v22,0010,22,3.6014,0.018308,115
simulation_4spheres_0010_v23,0010,23,6.6678,0.011470,115
simulation_4spheres_0010_v24,0010,24,4.9172,0.004111,115
simulation_4spheres_0010_v25,0010,25,4.9224,0.016208,115
simulation_4spheres_0010_v26,0010,26,6.9760,0.012845,115
simulation_4spheres_0010_v27,0010,27,3.9357,0.013350,115
simulation_4spheres_0010_v28,0010,28,6.3209,0.012470,115
simulation_4spheres_0010_v29,0010,29,7.1188,0.009114,115
simulation_4spheres_0010_v30,0010,30,6.6836,0.010515,115
simulation_4spheres_0010_v31,0010,31,3.1362,0.005828,115
simulation_4spheres_0010_v32,0010,32,6.2581,0.005000,115
simulation_4spheres_0010_v33,0010,33,3.5854,0.003157,115
simulation_4spheres_0010_v34,0010,34,8.9571,0.001862,115
simulation_4spheres_0010_v35,0010,35,8.0500,0.004925,115
simulation_4spheres_0010_v36,0010,36,7.7722,0.012004,115
simulation_4spheres_0010_v37,0010,37,6.1290,0.016932,115
simulation_4spheres_0010_v38,0010,38,7.0150,0.004868,115
simulation_4spheres_0010_v39,0010,39,4.0719,0.015529,115
simulation_4spheres_0010_v40,0010,40,3.2374,0.019953,115
simulation_4spheres_0010_v41,0010,41,8.0506,0.019942,115
simulation_4spheres_0010_v42,0010,42,4.3342,0.006657,115
simulation_4spheres_0010_v43,0010,43,5.1318,0.004543,115
simulation_4spheres_0010_v44,0010,44,7.7159,0.006933,115
simulation_4spheres_0010_v45,0010,45,7.7398,0.013517,115
simulation_4spheres_0010_v46,0010,46,3.9931,0.008566,115
simulation_4spheres_0010_v47,0010,47,8.0378,0.007065,115
simulation_4spheres_0010_v48,0010,48,5.7589,0.019631,115
simulation_4spheres_0010_v49,0010,49,4.6149,0.009204,115
simulation_4spheres_0011_v0,0011,0,8.8980,0.014889,115
simulation_4spheres_0011_v1,0011,1,4.5194,0.008794,115
simulation_4spheres_0011_v2,0011,2,7.7434,0.012270,115
simulation_4spheres_0011_v3,0011,3,3.0941,0.008223,115
simulation_4spheres_0011_v4,0011,4,5.6516,0.001055,115
simulation_4spheres_0011_v5,0011,5,7.9994,0.001097,115
simulation_4spheres_0011_v6,0011,6,3.0867,0.014509,115
simulation_4spheres_0011_v7,0011,7,5.9438,0.011431,115
simulation_4spheres_0011_v8,0011,8,7.5471,0.013875,115
simulation_4spheres_0011_v9,0011,9,6.8327,0.018478,115
simulation_4spheres_0011_v10,0011,10,6.4043,0.015316,115
simulation_4spheres_0011_v11,0011,11,6.7901,0.017163,115
simulation_4spheres_0011_v12,0011,12,8.8658,0.017736,115
simulation_4spheres_0011_v13,0011,13,7.4861,0.010304,115
simulation_4spheres_0011_v14,0011,14,7.7764,0.015392,115
simulation_4spheres_0011_v15,0011,15,7.9334,0.002307,115
simulation_4spheres_0011_v16,0011,16,3.0582,0.019919,115
simulation_4spheres_0011_v17,0011,17,3.7170,0.010782,115
simulation_4spheres_0011_v18,0011,18,3.0875,0.019424,115
simulation_4spheres_0011_v19,0011,19,5.5829,0.016748,115
simulation_4spheres_0011_v20,0011,20,5.9722,0.005507,115
simulation_4spheres_0011_v21,0011,21,4.2361,0.004833,115
simulation_4spheres_0011_v22,0011,22,6.1818,0.007585,115
simulation_4spheres_0011_v23,0011,23,8.6396,0.006748,115
simulation_4spheres_0011_v24,0011,24,5.8828,0.008815,115
simulation_4spheres_0011_v25,0011,25,8.0364,0.019555,115
simulation_4spheres_0011_v26,0011,26,4.4123,0.017768,115
simulation_4spheres_0011_v27,0011,27,5.0712,0.019281,115
simulation_4spheres_0011_v28,0011,28,3.9927,0.003688,115
simulation_4spheres_0011_v29,0011,29,6.3125,0.011482,115
simulation_4spheres_0011_v30,0011,30,3.4880,0.019888,115
simulation_4spheres_0011_v31,0011,31,4.6027,0.003528,115
simulation_4spheres_0011_v32,0011,32,4.1253,0.017848,115
simulation_4spheres_0011_v33,0011,33,8.0535,0.009537,115
simulation_4spheres_0011_v34,0011,34,6.3574,0.015055,115
simulation_4spheres_0011_v35,0011,35,7.3297,0.016512,115
simulation_4spheres_0011_v36,0011,36,5.6257,0.008657,115
simulation_4spheres_0011_v37,0011,37,3.1784,0.009555,115
simulation_4spheres_0011_v38,0011,38,4.3301,0.003521,115
simulation_4spheres_0011_v39,0011,39,3.0766,0.013502,115
simulation_4spheres_0011_v40,0011,40,7.5018,0.019923,115
simulation_4spheres_0011_v41,0011,41,3.8711,0.004121,115
simulation_4spheres_0011_v42,0011,42,7.2071,0.005810,115
simulation_4spheres_0011_v43,0011,43,3.9898,0.004790,115
simulation_4spheres_0011_v44,0011,44,6.9247,0.017975,115
simulation_4spheres_0011_v45,0011,45,3.3088,0.008693,115
simulation_4spheres_0011_v46,0011,46,8.1408,0.010660,115
simulation_4spheres_0011_v47,0011,47,8.6698,0.016801,115
simulation_4spheres_0011_v48,0011,48,6.5305,0.015208,115
simulation_4spheres_0011_v49,0011,49,8.6485,0.016402,115
simulation_4spheres_0100_v0,0100,0,8.6889,0.001487,115
simulation_4spheres_0100_v1,0100,1,5.7297,0.018232,115
simulation_4spheres_0100_v2,0100,2,6.3060,0.001054,115
simulation_4spheres_0100_v3,0100,3,6.7708,0.003689,115
simulation_4spheres_0100_v4,0100,4,5.5132,0.006211,115
simulation_4spheres_0100_v5,0100,5,8.9670,0.014547,115
simulation_4spheres_0100_v6,0100,6,4.5461,0.010202,115
simulation_4spheres_0100_v7,0100,7,5.6782,0.007319,115
simulation_4spheres_0100_v8,0100,8,6.8693,0.002627,115
simulation_4spheres_0100_v9,0100,9,6.4488,0.018410,115
simulation_4spheres_0100_v10,0100,10,8.9711,0.004864,115
simulation_4spheres_0100_v11,0100,11,8.4685,0.006329,115
simulation_4spheres_0100_v12,0100,12,8.2757,0.018590,115
simulation_4spheres_0100_v13,0100,13,6.8999,0.015931,115
simulation_4spheres_0100_v14,0100,14,8.6334,0.006731,115
simulation_4spheres_0100_v15,0100,15,8.0489,0.007134,115
simulation_4spheres_0100_v16,0100,16,6.5911,0.003833,115
simulation_4spheres_0100_v17,0100,17,7.1980,0.014501,115
simulation_4spheres_0100_v18,0100,18,3.3076,0.018010,115
simulation_4spheres_0100_v19,0100,19,6.3014,0.008179,115
simulation_4spheres_0100_v20,0100,20,8.5684,0.015178,115
simulation_4spheres_0100_v21,0100,21,6.6697,0.015322,115
simulation_4spheres_0100_v22,0100,22,6.1896,0.004431,115
simulation_4spheres_0100_v23,0100,23,7.9000,0.010411,115
simulation_4spheres_0100_v24,0100,24,5.0589,0.003064,115
simulation_4spheres_0100_v25,0100,25,6.9686,0.014099,115
simulation_4spheres_0100_v26,0100,26,3.1265,0.004844,115
simulation_4spheres_0100_v27,0100,27,8.5783,0.003521,115
simulation_4spheres_0100_v28,0100,28,3.3193,0.007154,115
simulation_4spheres_0100_v29,0100,29,5.1325,0.003403,115
simulation_4spheres_0100_v30,0100,30,7.6366,0.006600,115
simulation_4spheres_0100_v31,0100,31,7.5906,0.010328,115
simulation_4spheres_0100_v32,0100,32,5.5765,0.005588,115
simulation_4spheres_0100_v33,0100,33,5.0314,0.016540,115
simulation_4spheres_0100_v34,0100,34,4.6958,0.016382,115
simulation_4spheres_0100_v35,0100,35,5.6507,0.011051,115
simulation_4spheres_0100_v36,0100,36,4.7184,0.007347,115
simulation_4spheres_0100_v37,0100,37,8.5184,0.004791,115
simulation_4spheres_0100_v38,0100,38,5.3984,0.016652,115
simulation_4spheres_0100_v39,0100,39,6.6242,0.009593,115
simulation_4spheres_0100_v40,0100,40,3.3752,0.014440,115
simulation_4spheres_0100_v41,0100,41,5.0914,0.014728,115
simulation_4spheres_0100_v42,0100,42,3.7697,0.014971,115
simulation_4spheres_0100_v43,0100,43,8.8350,0.017841,115
simulation_4spheres_0100_v44,0100,44,5.5060,0.007932,115
simulation_4spheres_0100_v45,0100,45,6.7655,0.018980,115
simulation_4spheres_0100_v46,0100,46,8.1611,0.004128,115
simulation_4spheres_0100_v47,0100,47,7.5494,0.010653,115
simulation_4spheres_0100_v48,0100,48,6.8318,0.018792,115
simulation_4spheres_0100_v49,0100,49,3.8739,0.011954,115
simulation_4spheres_0101_v0,0101,0,5.2879,0.001486,115
simulation_4spheres_0101_v1,0101,1,6.9845,0.005938,115
simulation_4spheres_0101_v2,0101,2,4.4353,0.008951,115
simulation_4spheres_0101_v3,0101,3,5.7320,0.006930,115
simulation_4spheres_0101_v4,0101,4,4.0181,0.009342,115
simulation_4spheres_0101_v5,0101,5,6.8086,0.019336,115
simulation_4spheres_0101_v6,0101,6,7.8202,0.011769,115
simulation_4spheres_0101_v7,0101,7,8.2560,0.014867,115
simulation_4spheres_0101_v8,0101,8,5.6529,0.001027,115
simulation_4spheres_0101_v9,0101,9,4.1472,0.015232,115
simulation_4spheres_0101_v10,0101,10,3.2632,0.010223,115
simulation_4spheres_0101_v11,0101,11,6.2446,0.004803,115
simulation_4spheres_0101_v12,0101,12,6.7834,0.006446,115
simulation_4spheres_0101_v13,0101,13,5.0905,0.013422,115
simulation_4spheres_0101_v14,0101,14,4.7758,0.004084,115
simulation_4spheres_0101_v15,0101,15,7.2124,0.014258,115
simulation_4spheres_0101_v16,0101,16,4.5595,0.006512,115
simulation_4spheres_0101_v17,0101,17,8.0648,0.006203,115
simulation_4spheres_0101_v18,0101,18,8.8587,0.009716,115
simulation_4spheres_0101_v19,0101,19,8.1983,0.005786,115
simulation_4spheres_0101_v20,0101,20,6.2487,0.018388,115
simulation_4spheres_0101_v21,0101,21,4.0027,0.017160,115
simulation_4spheres_0101_v22,0101,22,6.4130,0.004493,115
simulation_4spheres_0101_v23,0101,23,5.0911,0.010495,115
simulation_4spheres_0101_v24,0101,24,7.0424,0.019197,115
simulation_4spheres_0101_v25,0101,25,8.6031,0.001426,115
simulation_4spheres_0101_v26,0101,26,7.1015,0.010780,115
simulation_4spheres_0101_v27,0101,27,6.5870,0.019334,115
simulation_4spheres_0101_v28,0101,28,4.1424,0.004932,115
simulation_4spheres_0101_v29,0101,29,5.2027,0.015031,115
simulation_4spheres_0101_v30,0101,30,5.9434,0.013934,115
simulation_4spheres_0101_v31,0101,31,7.8852,0.004061,115
simulation_4spheres_0101_v32,0101,32,6.7029,0.004628,115
simulation_4spheres_0101_v33,0101,33,5.3927,0.003064,115
simulation_4spheres_0101_v34,0101,34,6.2552,0.017549,115
simulation_4spheres_0101_v35,0101,35,5.8139,0.007340,115
simulation_4spheres_0101_v36,0101,36,3.9916,0.015240,115
simulation_4spheres_0101_v37,0101,37,3.2371,0.005038,115
simulation_4spheres_0101_v38,0101,38,7.8942,0.013785,115
simulation_4spheres_0101_v39,0101,39,7.5177,0.018020,115
simulation_4spheres_0101_v40,0101,40,4.4078,0.012616,115
simulation_4spheres_0101_v41,0101,41,7.8762,0.006882,115
simulation_4spheres_0101_v42,0101,42,3.4909,0.017900,115
simulation_4spheres_0101_v43,0101,43,6.8490,0.016006,115
simulation_4spheres_0101_v44,0101,44,3.1610,0.009785,115
simulation_4spheres_0101_v45,0101,45,5.0002,0.014183,115
simulation_4spheres_0101_v46,0101,46,7.7329,0.012421,115
simulation_4spheres_0101_v47,0101,47,3.5747,0.004533,115
simulation_4spheres_0101_v48,0101,48,4.8160,0.003568,115
simulation_4spheres_0101_v49,0101,49,7.2313,0.018443,115
simulation_4spheres_0110_v0,0110,0,6.4769,0.018787,115
simulation_4spheres_0110_v1,0110,1,8.9836,0.009394,115
simulation_4spheres_0110_v2,0110,2,5.2208,0.014442,115
simulation_4spheres_0110_v3,0110,3,5.5468,0.012438,115
simulation_4spheres_0110_v4,0110,4,8.8851,0.019661,115
simulation_4spheres_0110_v5,0110,5,5.9620,0.016357,115
simulation_4spheres_0110_v6,0110,6,3.0150,0.011819,115
simulation_4spheres_0110_v7,0110,7,6.2353,0.007970,115
simulation_4spheres_0110_v8,0110,8,5.2988,0.016288,115
simulation_4spheres_0110_v9,0110,9,6.2998,0.001385,115
simulation_4spheres_0110_v10,0110,10,5.8396,0.019071,115
simulation_4spheres_0110_v11,0110,11,3.6567,0.011300,115
simulation_4spheres_0110_v12,0110,12,5.0315,0.018053,115
simulation_4spheres_0110_v13,0110,13,6.5365,0.017811,115
simulation_4spheres_0110_v14,0110,14,7.7260,0.014230,115
simulation_4spheres_0110_v15,0110,15,3.5986,0.003553,115
simulation_4spheres_0110_v16,0110,16,7.7898,0.016503,115
simulation_4spheres_0110_v17,0110,17,4.2883,0.004907,115
simulation_4spheres_0110_v18,0110,18,3.1851,0.003514,115
simulation_4spheres_0110_v19,0110,19,3.9800,0.015930,115
simulation_4spheres_0110_v20,0110,20,3.4293,0.002032,115
simulation_4spheres_0110_v21,0110,21,8.0040,0.010607,115
simulation_4spheres_0110_v22,0110,22,3.7343,0.003555,115
simulation_4spheres_0110_v23,0110,23,5.5741,0.017811,115
simulation_4spheres_0110_v24,0110,24,8.9219,0.009275,115
simulation_4spheres_0110_v25,0110,25,3.3244,0.014023,115
simulation_4spheres_0110_v26,0110,26,7.0648,0.015016,115
simulation_4spheres_0110_v27,0110,27,3.4948,0.014557,115
simulation_4spheres_0110_v28,0110,28,5.9536,0.013716,115
simulation_4spheres_0110_v29,0110,29,6.4592,0.003318,115
simulation_4spheres_0110_v30,0110,30,5.6795,0.016359,115
simulation_4spheres_0110_v31,0110,31,8.4072,0.006517,115
simulation_4spheres_0110_v32,0110,32,3.0198,0.011677,115
simulation_4spheres_0110_v33,0110,33,8.3039,0.015439,115
simulation_4spheres_0110_v34,0110,34,3.8274,0.012347,115
simulation_4spheres_0110_v35,0110,35,3.4339,0.017624,115
simulation_4spheres_0110_v36,0110,36,6.9463,0.019597,115
simulation_4spheres_0110_v37,0110,37,4.5806,0.018199,115
simulation_4spheres_0110_v38,0110,38,6.0968,0.009526,115
simulation_4spheres_0110_v39,0110,39,8.6273,0.007371,115
simulation_4spheres_0110_v40,0110,40,3.5633,0.005607,115
simulation_4spheres_0110_v41,0110,41,8.9925,0.013566,115
simulation_4spheres_0110_v42,0110,42,5.6246,0.014868,115
simulation_4spheres_0110_v43,0110,43,3.8477,0.003829,115
simulation_4spheres_0110_v44,0110,44,6.6936,0.010712,115
simulation_4spheres_0110_v45,0110,45,4.6773,0.004276,115
simulation_4spheres_0110_v46,0110,46,6.2270,0.011269,115
simulation_4spheres_0110_v47,0110,47,8.7382,0.002873,115
simulation_4spheres_0110_v48,0110,48,6.6031,0.018671,115
simulation_4spheres_0110_v49,0110,49,8.1716,0.012306,115
simulation_4spheres_0111_v0,0111,0,5.4941,0.013425,115
simulation_4spheres_0111_v1,0111,1,5.5640,0.014285,115
simulation_4spheres_0111_v2,0111,2,6.7793,0.011107,115
simulation_4spheres_0111_v3,0111,3,6.3390,0.005636,115
simulation_4spheres_0111_v4,0111,4,8.0182,0.003592,115
simulation_4spheres_0111_v5,0111,5,3.1710,0.009391,115
simulation_4spheres_0111_v6,0111,6,4.4323,0.006087,115
simulation_4spheres_0111_v7,0111,7,3.9708,0.018114,115
simulation_4spheres_0111_v8,0111,8,3.1145,0.004402,115
simulation_4spheres_0111_v9,0111,9,5.7857,0.011971,115
simulation_4spheres_0111_v10,0111,10,7.5564,0.016852,115
simulation_4spheres_0111_v11,0111,11,6.5224,0.010059,115
simulation_4spheres_0111_v12,0111,12,8.9381,0.010255,115
simulation_4spheres_0111_v13,0111,13,5.7246,0.004769,115
simulation_4spheres_0111_v14,0111,14,4.1773,0.005766,115
simulation_4spheres_0111_v15,0111,15,6.2704,0.019644,115
simulation_4spheres_0111_v16,0111,16,8.0922,0.002016,115
simulation_4spheres_0111_v17,0111,17,5.9238,0.006404,115
simulation_4spheres_0111_v18,0111,18,7.8749,0.013458,115
simulation_4spheres_0111_v19,0111,19,6.5218,0.001323,115
simulation_4spheres_0111_v20,0111,20,6.1319,0.010650,115
simulation_4spheres_0111_v21,0111,21,6.8869,0.005641,115
simulation_4spheres_0111_v22,0111,22,6.9693,0.015451,115
simulation_4spheres_0111_v23,0111,23,4.6447,0.006454,115
simulation_4spheres_0111_v24,0111,24,4.8874,0.016889,115
simulation_4spheres_0111_v25,0111,25,8.6617,0.003521,115
simulation_4spheres_0111_v26,0111,26,7.6249,0.014859,115
simulation_4spheres_0111_v27,0111,27,7.3665,0.005723,115
simulation_4spheres_0111_v28,0111,28,8.1980,0.003911,115
simulation_4spheres_0111_v29,0111,29,7.8068,0.005771,115
simulation_4spheres_0111_v30,0111,30,4.6708,0.018681,115
simulation_4spheres_0111_v31,0111,31,4.6850,0.015892,115
simulation_4spheres_0111_v32,0111,32,4.8113,0.010937,115
simulation_4spheres_0111_v33,0111,33,4.5307,0.005702,115
simulation_4spheres_0111_v34,0111,34,7.8317,0.009970,115
simulation_4spheres_0111_v35,0111,35,6.1869,0.002629,115
simulation_4spheres_0111_v36,0111,36,5.0166,0.005793,115
simulation_4spheres_0111_v37,0111,37,3.9977,0.011214,115
simulation_4spheres_0111_v38,0111,38,8.3123,0.005269,115
simulation_4spheres_0111_v39,0111,39,3.8339,0.013323,115
simulation_4spheres_0111_v40,0111,40,7.7898,0.009906,115
simulation_4spheres_0111_v41,0111,41,5.8612,0.013466,115
simulation_4spheres_0111_v42,0111,42,5.6234,0.005039,115
simulation_4spheres_0111_v43,0111,43,5.7066,0.010074,115
simulation_4spheres_0111_v44,0111,44,3.7843,0.014358,115
simulation_4spheres_0111_v45,0111,45,6.6087,0.015018,115
simulation_4spheres_0111_v46,0111,46,5.5453,0.002708,115
simulation_4spheres_0111_v47,0111,47,4.3702,0.014436,115
simulation_4spheres_0111_v48,0111,48,7.5282,0.001529,115
simulation_4spheres_0111_v49,0111,49,5.0049,0.004098,115
simulation_4spheres_1000_v0,1000,0,3.5357,0.016963,115
simulation_4spheres_1000_v1,1000,1,4.3961,0.001462,115
simulation_4spheres_1000_v2,1000,2,5.2363,0.006062,115
simulation_4spheres_1000_v3,1000,3,3.8063,0.017859,115
simulation_4spheres_1000_v4,1000,4,5.7809,0.012414,115
simulation_4spheres_1000_v5,1000,5,6.4673,0.009203,115
simulation_4spheres_1000_v6,1000,6,6.8724,0.008721,115
simulation_4spheres_1000_v7,1000,7,3.7522,0.005216,115
simulation_4spheres_1000_v8,1000,8,7.4265,0.016724,115
simulation_4spheres_1000_v9,1000,9,7.3980,0.003164,115
simulation_4spheres_1000_v10,1000,10,4.9136,0.017405,115
simulation_4spheres_1000_v11,1000,11,8.9426,0.019464,115
simulation_4spheres_1000_v12,1000,12,7.4800,0.006932,115
simulation_4spheres_1000_v13,1000,13,3.5801,0.006316,115
simulation_4spheres_1000_v14,1000,14,4.9393,0.009498,115
simulation_4spheres_1000_v15,1000,15,3.7011,0.016038,115
simulation_4spheres_1000_v16,1000,16,8.6009,0.008447,115
simulation_4spheres_1000_v17,1000,17,3.4211,0.017131,115
simulation_4spheres_1000_v18,1000,18,7.6226,0.004449,115
simulation_4spheres_1000_v19,1000,19,5.4019,0.012290,115
simulation_4spheres_1000_v20,1000,20,7.1266,0.007618,115
simulation_4spheres_1000_v21,1000,21,3.3907,0.004498,115
simulation_4spheres_1000_v22,1000,22,7.1461,0.013488,115
simulation_4spheres_1000_v23,1000,23,3.8947,0.002416,115
simulation_4spheres_1000_v24,1000,24,8.0267,0.006683,115
simulation_4spheres_1000_v25,1000,25,7.4835,0.006438,115
simulation_4spheres_1000_v26,1000,26,5.4684,0.003208,115
simulation_4spheres_1000_v27,1000,27,3.6568,0.009186,115
simulation_4spheres_1000_v28,1000,28,6.9625,0.010294,115
simulation_4spheres_1000_v29,1000,29,7.4091,0.004722,115
simulation_4spheres_1000_v30,1000,30,8.9508,0.008492,115
simulation_4spheres_1000_v31,1000,31,6.6419,0.003368,115
simulation_4spheres_1000_v32,1000,32,3.1747,0.014679,115
simulation_4spheres_1000_v33,1000,33,3.3528,0.011635,115
simulation_4spheres_1000_v34,1000,34,4.1519,0.013793,115
